icao,iata,synop,name,state,country,lat,lon,elev,priority,srcid
KGZH,GZH,,Evergreen,AL,US,31.42,-87.04,78,7,KGZH
KDHN,DHN,,Dothan,AL,US,31.32,-85.45,113,6,KDHN
KEAU,EAU,,Eau Claire,WI,US,44.88,-91.48,276,4,KEAU
KHFD,HFD,,Hartford/Brainard,CT,US,41.73,-72.65,4,4,KHFD
KOUN,OUN,72357,Norman,OK,US,35.246,-97.472,357,3,KOUN
CYHM,YHM,71263,Hamilton,ON,CA,43.17,-79.94,238,6,CYHM
KGLD,GLD,72465,Goodland,KS,US,39.38,-101.7,1113,3,KGLD
KBFM,BFM,,Mobile Downtown,AL,US,30.64,-88.07,20,7,KBFM
CYYB,YYB,71731,North Bay,ON,CA,46.38,-79.42,371,6,CYYB
KIPT,IPT,72514,Williamsport,PA,US,41.26,-76.92,164,6,KIPT
,MBW,74431,Medicine Bow Profiler,WY,US,41.9,-106.25,2068,8,MBW
KBTL,BTL,,Battle Creek,MI,US,42.3,-85.25,290,6,KBTL
KP11,P11,72758,Devils Lake,ND,US,48.11,-98.87,443,7,KP11
KYKM,YKM,72781,Yakima Air Termi,WA,US,46.56,-120.53,324,3,KYKM
KUTS,UTS,,Huntsville,TX,US,30.74,-95.59,104,7,KUTS
KLLQ,LLQ,,Monticello,AR,US,33.64,-91.75,83,7,KLLQ
KAGR,AGR,74796,Avon Park,FL,US,27.65,-81.3333333333,20,8,KAGR
KDUG,DUG,,Douglas,AZ,US,31.45,-109.6,1265,6,KDUG
KABQ,ABQ,72365,Albuquerque,NM,US,35.05,-106.62,1618,0,KABQ
,MRR,74437,Merriman Profiler,NE,US,42.89,-101.69,1010,8,MRR
KGCC,GCC,72665,Gillette,WY,US,44.36,-105.53,1320,6,KGCC
CYAH,YAH,71823,La Grande Iv,QB,CA,53.76,-73.67,306,5,CYAH
KRHI,RHI,,Rhinelander,WI,US,45.63,-89.47,485,6,KRHI
KMFD,MFD,,Mansfield,OH,US,40.83,-82.52,395,6,KMFD
KVLD,VLD,,Valdosta,GA,US,30.79,-83.28,62,6,KVLD
KCKN,CKN,,Crookston,MN,US,47.86,-96.62,273,7,KCKN
KFLG,FLG,72375,Flagstaff,AZ,US,35.14,-111.67,2134,2,KFLG
KMLU,MLU,,Monroe,LA,US,32.51,-92.04,29,6,KMLU
MMSD,SJD,,San Jose Del Cabo,,MX,23.15,-109.7,109,6,MMSD
KDEC,DEC,,Decatur,IL,US,39.84,-88.87,207,4,KDEC
KOPF,OPF,,Miami/Opa Locka,FL,US,25.91,-80.28,16,1,KOPF
KBLH,BLH,,Blythe,CA,US,33.62,-114.72,119,6,KBLH
KSOA,SOA,,Sonora,TX,US,30.586,-100.649,652,7,KSOA
KILG,ILG,,Wilmington,DE,US,39.68,-75.6,28,4,KILG
KINK,INK,,Wink,TX,US,31.79,-103.2,855,6,KINK
MUMZ,,78256,Manzanillo,,CU,20.2833333333,-77.1,60,7,MUMZ
KBIH,BIH,72480,Bishop,CA,US,37.37,-118.37,1253,6,KBIH
KLUK,LUK,,Cincinnati/Lunken,OH,US,39.1,-84.42,155,1,KLUK
KFLP,FLP,,Flippin,AR,US,36.29,-92.59,219,7,KFLP
KAPX,APX,72634,Gaylord/Alpena,MI,US,44.9,-84.7166666667,446,8,KAPX
KRSL,RSL,,Russell,KS,US,38.87,-98.81,567,6,KRSL
KINL,INL,72747,International Falls,MN,US,48.58,-93.38,360,1,KINL
KPYM,PYM,,Plymouth,MA,US,41.91,-70.73,43,7,KPYM
KP61,P61,,Tofte,MN,US,47.63,-90.92,411,7,KP61
KONT,ONT,,Ontario,CA,US,34.06,-117.6,274,1,KONT
KBDL,BDL,72508,Hartford/Bradley,CT,US,41.94,-72.68,60,6,KBDL
KP59,P59,,Copper Harbor,MI,US,47.45,-87.9,190,7,KP59
KGRR,GRR,72635,Grand Rapids,MI,US,42.89,-85.52,237,3,KGRR
KGCN,GCN,72378,Grand Canyon,AZ,US,35.96,-112.15,2016,4,KGCN
KRNO,RNO,72488,Reno/Cannon,NV,US,39.51,-119.78,1342,2,KRNO
KREV,REV,72489,Reno WFO,NV,US,39.5666666667,-119.8,1516,8,KREV
KHYA,HYA,,Hyannis,MA,US,41.68,-70.28,22,6,KHYA
KATL,ATL,72219,Atlanta/Hartsfield,GA,US,33.66,-84.42,296,0,KATL
KBNO,BNO,72683,Burns,OR,US,43.58,-118.95,1264,6,KBNO
KMBY,MBY,,Moberly,MO,US,39.464,-92.427,264,8,KMBY
MUCA,,78346,Venezuela,,CU,22.0333333333,-78.7833333333,101,6,MUCA
KDRT,DRT,72261,Del Rio,TX,US,29.38,-100.92,313,2,KDRT
KFSI,FSI,72355,Fort Sill,OK,US,34.66,-98.4,362,7,KFSI
KDHT,DHT,,Dalhart,TX,US,36.03,-102.55,1217,6,KDHT
MYGW,,78061,West End,Grand Bahama,BS,26.7,-78.966,4,7,MYGW
KSWF,SWF,,Stewart,NY,US,41.51,-74.1,150,6,KSWF
KMCW,MCW,,Mason City,IA,US,43.16,-93.33,369,6,KMCW
KPVU,PVU,,Provo,UT,US,40.23,-111.72,1369,6,KPVU
KHLD,HLD,,Hiland,WY,US,43.09,-107.32,1846,9,KHLD
KMEI,MEI,72234,Meridian,MS,US,32.34,-88.75,89,6,KMEI
MMLP,LAP,,La Paz,,MX,24.07,-110.37,21,1,MMLP
KCPR,CPR,72569,Casper,WY,US,42.93,-106.47,1621,6,KCPR
KPIR,PIR,,Pierre,SD,US,44.39,-100.28,526,3,KPIR
KISN,ISN,72767,Williston,ND,US,48.16,-103.6,579,6,KISN
MMMZ,MZT,,Mazatlan,,MX,23.17,-106.27,10,5,MMMZ
KABY,ABY,72216,Albany,GA,US,31.54,-84.18,58,6,KABY
KFOE,FOE,,Topeka/Forbes,KS,US,38.96,-95.67,320,6,KFOE
KCHS,CHS,72208,Charleston AFB,SC,US,32.91,-80.03,13,1,KCHS
KCOE,COE,,Coeur D'Alene,ID,US,47.78,-116.82,707,4,KCOE
KMEM,MEM,72334,Memphis,TN,US,35.04,-89.98,86,2,KMEM
KRDG,RDG,,Reading,PA,US,40.38,-75.97,109,6,KRDG
KSEA,SEA,72793,Seattle-Tacoma Intl,WA,US,47.44,-122.31,136,0,KSEA
KBOS,BOS,72509,Boston,MA,US,42.38,-71.03,6,0,KBOS
KBID,BID,,Block Island,RI,US,41.18,-71.58,33,7,KBID
KAUG,AUG,,Augusta,ME,US,44.32,-69.8,109,4,KAUG
KBMG,BMG,,Bloomington,IN,US,39.16,-86.6,222,7,KBMG
KPSN,PSN,,Palestine,TX,US,31.83,-95.71,117,7,KPSN
KJMR,JMR,,Mora,MN,US,45.89,-93.27,309,7,KJMR
KTRI,TRI,,Bristol,TN,US,36.48,-82.4,474,4,KTRI
KBIL,BIL,72677,Billings,MT,US,45.8,-108.53,1091,6,KBIL
K92Q,92Q,,Bodega Bay,CA,US,38.32,-122.99,41,8,K92Q
CYAW,YAW,71601,Halifax,NS,CA,44.64,-63.5,51,6,CYAW
KWAL,WAL,72402,Wallops Island,VA,US,37.94,-75.47,14,5,KWAL
KRWF,RWF,,Redwood Falls,MN,US,44.55,-95.08,311,6,KRWF
MMCU,CUU,76225,Chihuahua,,MX,28.7,-105.97,1372,1,MMCU
KDIK,DIK,,Dickinson,ND,US,46.79,-102.8,788,6,KDIK
CWLM,WLM,71200,Victoria,BC,CA,48.42,-123.32,70,7,CWLM
KCMI,CMI,,Champaign/Urbana,IL,US,40.04,-88.28,228,6,KCMI
KSBY,SBY,,Salisbury,MD,US,38.34,-75.5,19,4,KSBY
KPNA,PNA,,Pinedale,WY,US,42.795,-109.807,2160,8,KPNA
KHUF,HUF,72437,Terre Haute,IN,US,39.46,-87.3,179,6,KHUF
KEAX,EAX,,Pleasant Hill,MO,US,38.8166666667,-94.2666666667,303,8,KEAX
KPWD,PWD,,Plentywood,MT,US,48.7833333333,-104.516666667,686,8,KPWD
KEWR,EWR,72502,Newark,NJ,US,40.71,-74.17,7,2,KEWR
KAPA,APA,,Denver/Centennial,CO,US,39.5599,-104.848,1775,4,KAPA
KGON,GON,,Groton-New London,CT,US,41.33,-72.05,3,7,KGON
KOEL,OEL,,Oakley,KS,US,39.16,-100.89,938,9,KOEL
K3LF,3LF,,Litchfield,IL,US,39.163,-89.675,210,8,K3LF
KAPN,APN,72639,Alpena,MI,US,45.08,-83.57,210,4,KAPN
CYQR,YQR,71863,Regina,SK,CA,50.44,-104.67,577,0,CYQR
KPHP,PHP,,Philip,SD,US,44.05,-101.6,672,7,KPHP
KANJ,ANJ,72734,Sault Ste. Marie,MI,US,46.485,-84.366,218,0,KANJ
KGLY,GLY,,Clinton,MO,US,38.35,-93.77,238,8,KGLY
MMTC,TRC,76382,Torreon,,MX,25.53,-103.45,1124,5,MMTC
KY26,Y26,,Mobridge,SD,US,45.54,-100.43,508,8,KY26
KTOP,TOP,72456,Topeka/Billard,KS,US,39.08,-95.62,268,3,KTOP
KGNC,GNC,,Seminole,TX,US,32.675,-102.653,1010,7,KGNC
KSSC,SSC,74790,Shaw AFB,SC,US,33.98,-80.47,74,6,KSSC
KODX,ODX,,Ord,NE,US,41.62,-98.95,631,7,KODX
KSAV,SAV,72207,Savannah,GA,US,32.14,-81.2,14,4,KSAV
KHQM,HQM,,Hoquiam,WA,US,46.98,-123.97,7,4,KHQM
KHPX,HPX,,Hopkinton,KY,US,36.73,-87.31,177,8,KHPX
KPGV,PGV,,Pitt-Greenville,NC,US,35.63,-77.4,8,7,KPGV
KFFC,FFC,72215,Peachtree City,GA,US,33.35,-84.56,262,1,KFFC
KRBG,RBG,72690,Roseburg,OR,US,43.23,-123.37,154,7,KRBG
CYQA,YQA,71630,Muskoka,ON,CA,44.98,-79.3,282,6,CYQA
,OKO,74769,Okolona Profiler,MS,US,34.04,-88.81,99,8,OKO
KJHW,JHW,,Jamestown,NY,US,42.16,-79.25,525,6,KJHW
MYNN,,78073,Nassau,,BS,25.05,-77.47,3,3,MYNN
KMHK,MHK,,Manhattan,KS,US,39.16,-96.67,317,4,KMHK
KAFJ,AFJ,,Washington,PA,US,40.14,-80.29,361,7,KAFJ
KYKN,YKN,,Yankton,SD,US,42.92,-97.38,398,7,KYKN
KRQB,RQB,,Big Rapids,MI,US,43.72,-85.5,302,7,KRQB
KJAX,JAX,72206,Jacksonville Intl,FL,US,30.4941,-81.6879,10,0,KJAX
KLBF,LBF,72562,North Platte,NE,US,41.14,-100.68,847,3,KLBF
KSDF,SDF,72423,Louisville,KY,US,38.19,-85.73,146,6,KSDF
KIGM,IGM,72370,Kingman,AZ,US,35.28,-113.95,1032,7,KIGM
KINT,INT,72319,Winston Salem,NC,US,36.13,-80.22,291,4,KINT
KSHV,SHV,72248,Shreveport,LA,US,32.45,-93.83,83,3,KSHV
KGTB,GTB,74370,Fort Drum,NY,US,44.05,-75.74,207,6,KGTB
KSGU,SGU,,Saint George,UT,US,37.09,-113.6,896,6,KSGU
KEND,END,,Vance AFB,OK,US,36.34,-97.9,398,4,KEND
KLWB,LWB,,Lewisburg,WV,US,37.88,-80.4,702,6,KLWB
KIAD,IAD,72403,Washington/Dulles,VA,US,38.96,-77.45,93,0,KIAD
KBTV,BTV,72617,Burlington,VT,US,44.48,-73.15,105,3,KBTV
KHOU,HOU,,Houston/Hobby,TX,US,29.65,-95.28,36,3,KHOU
KALW,ALW,72788,Walla Walla,WA,US,46.09,-118.29,363,6,KALW
KIWD,IWD,,Ironwood,MI,US,46.54,-90.13,375,7,KIWD
CYPQ,YPQ,,Peterborough,ON,CA,44.23,-78.37,191,6,CYPQ
KBGM,BGM,72515,Binghamton,NY,US,42.23,-75.98,490,3,KBGM
KFYV,FYV,,Fayetteville,AR,US,36.01,-94.17,379,4,KFYV
KSAW,SAW,,K I Sawyer AFB,MI,US,46.36,-87.4,372,8,KSAW
KWMC,WMC,72583,Winnemucca,NV,US,40.91,-117.8,1310,3,KWMC
KMDW,MDW,72534,Chicago/Midway,IL,US,41.79,-87.75,188,1,KMDW
CYXZ,YXZ,71738,Wawa,ON,CA,47.98,-84.78,287,6,CYXZ
KSNA,SNA,,Santa Ana,CA,US,33.68,-117.87,16,6,KSNA
KDDC,DDC,72451,Dodge City,KS,US,37.78,-99.97,789,0,KDDC
KGRK,GRK,,Fort Hood,TX,US,31.07,-97.83,309,5,KGRK
KRST,RST,72644,Rochester,MN,US,43.904,-92.492,403,6,KRST
KPRB,PRB,,Paso Robles,CA,US,35.68,-120.63,245,6,KPRB
K4BL,4BL,72472,Blanding,UT,US,37.62,-109.47,1840,7,K4BL
KSGF,SGF,72440,Springfield,MO,US,37.23,-93.4,390,5,KSGF
KMIW,MIW,,Marshalltown,IA,US,42.07,-92.87,296,7,KMIW
KGWO,GWO,,Greenwood,MS,US,33.51,-90.08,44,4,KGWO
KDEN,DEN,72565,Denver Intl,CO,US,39.8466,-104.656,1640,0,KDEN
KJCT,JCT,74740,Junction,TX,US,30.5,-99.77,522,6,KJCT
KFAY,FAY,,Fayetteville,NC,US,34.99,-78.88,55,4,KFAY
KAQQ,AQQ,,Apalachicola,FL,US,29.7333333333,-85.0333333333,5,8,KAQQ
KD07,D07,,Faith,SD,US,45.04,-102.02,784,7,KD07
KSMX,SMX,72394,Santa Maria Publ,CA,US,34.91,-120.45,74,6,KSMX
KHIO,HIO,,Hillsboro,OR,US,45.54,-122.95,68,6,KHIO
KLBE,LBE,,Latrobe,PA,US,40.29,-79.4,361,6,KLBE
KMMU,MMU,,Morristown,NJ,US,40.799,-74.415,57,7,KMMU
CYQI,YQI,71603,Yarmouth,NS,CA,43.84,-66.08,43,5,CYQI
,LTH,74551,Lathrop Profiler,MO,US,39.6,-94.13,293,8,LTH
KLBX,LBX,,Angleton-Lake Jackson,TX,US,29.12,-95.47,6,7,KLBX
KAND,AND,,Anderson,SC,US,34.49,-82.71,239,6,KAND
KROA,ROA,72411,Roanoke,VA,US,37.33,-79.97,362,3,KROA
KLGB,LGB,72297,Long Beach,CA,US,33.83,-118.15,10,6,KLGB
KMBS,MBS,,Saginaw,MI,US,43.53,-84.08,202,6,KMBS
KBPT,BPT,72241,Beaumont/Port Arthur,TX,US,29.95,-94.02,5,6,KBPT
KHTH,HTH,,Hawthorne,NV,US,38.55,-118.63,1285,8,KHTH
KDAL,DAL,72258,Dallas/Love,TX,US,32.86,-96.85,158,1,KDAL
KSVE,SVE,72584,Susanville,CA,US,40.39,-120.57,1263,7,KSVE
CWLO,WLO,71853,Shilo,MB,CA,49.79,-99.65,373,7,CWLO
KNTD,NTD,72391,Pt. Mugu NAS,CA,US,34.12,-119.12,4,6,KNTD
MMSP,SLP,76539,San Luis Potosi,,MX,22.15,-100.98,1903,6,MMSP
KERI,ERI,72526,Erie,PA,US,42.08,-80.18,222,4,KERI
KROW,ROW,72268,Roswell,NM,US,33.31,-104.51,1112,4,KROW
KBLF,BLF,,Bluefield,WV,US,37.3,-81.22,873,6,KBLF
KGSO,GSO,72317,Greensboro,NC,US,36.01,-79.95,275,3,KGSO
KMIV,MIV,,Millville,NJ,US,39.37,-75.07,23,6,KMIV
KUIN,UIN,,Quincy,IL,US,39.94,-91.2,234,6,KUIN
KORH,ORH,,Worcester,MA,US,42.28,-71.87,304,6,KORH
KUNV,UNV,,State College,PA,US,40.86,-77.83,378,3,KUNV
KSLO,SLO,,Salem,IL,US,38.65,-88.97,175,7,KSLO
KISM,ISM,,Orlando/Kissimmee,FL,US,28.29,-81.437,25,7,KISM
KOQT,OQT,,Oak Ridge,TN,US,35.99,-84.28,330,7,KOQT
KCVG,CVG,72421,Cincinnati/Northern Kentucky,OH,US,39.05,-84.67,269,0,KCVG
,SLA,74449,Slater Profiler,IA,US,41.86,-93.77,299,8,SLA
KBYI,BYI,,Burley,ID,US,42.54,-113.77,1264,6,KBYI
KO54,O54,,Weaverville,CA,US,40.77,-122.97,1046,8,KO54
KDLN,DLN,,Dillon,MT,US,45.26,-112.47,1744,6,KDLN
KOKC,OKC,72353,Oklahoma City,OK,US,35.41,-97.6,390,2,KOKC
KFWA,FWA,72533,Fort Wayne,IN,US,41.01,-85.2,248,3,KFWA
K1V4,1V4,72614,St. Johnsbury,VT,US,44.42,-72.02,210,7,K1V4
KDRO,DRO,,Durango,CO,US,37.16,-107.75,2035,4,KDRO
KYNG,YNG,72525,Youngstown,OH,US,41.27,-80.67,360,6,KYNG
MMMA,MAM,,Matamoros,,MX,25.77,-97.53,8,6,MMMA
KCMH,CMH,72428,Columbus,OH,US,40.01,-82.88,247,4,KCMH
KXMR,XMR,74794,Cocoa Beach,FL,US,28.468,-80.567,3,8,KXMR
KLEW,LEW,,Auburn-Lewiston,ME,US,44.05,-70.29,88,7,KLEW
KAWH,AWH,,Wild Horse Reservior,NV,US,41.67,-115.79,1902,7,KAWH
KMLD,MLD,,Malad City,ID,US,42.18,-112.32,1373,6,KMLD
KDVN,DVN,74455,Davenport,IA,US,41.62,-90.58,230,3,KDVN
KBFL,BFL,72384,Bakersfield,CA,US,35.43,-119.05,151,6,KBFL
KGFK,GFK,,Grand Forks,ND,US,47.96,-97.18,258,2,KGFK
KBAX,BAX,,Bad Axe,MI,US,43.79,-82.99,234,7,KBAX
KART,ART,,Watertown,NY,US,44.01,-76.02,100,6,KART
KFMH,FMH,,Falmouth,MA,US,41.659,-70.522,40,7,KFMH
KLBB,LBB,72267,Lubbock,TX,US,33.6658,-101.823,993,0,KLBB
KIJD,IJD,,Willimantic,CT,US,41.75,-72.18,75,7,KIJD
KHUL,HUL,,Houlton,ME,US,46.14,-67.78,150,2,KHUL
KRZR,RZR,,Cleveland,TN,US,35.21,-84.75,262,7,KRZR
CYTH,YTH,71079,Thompson,MB,CA,55.8,-97.87,218,6,CYTH
KFMN,FMN,,Farmington,NM,US,36.76,-108.23,1685,6,KFMN
KP68,P68,,Eureka,NV,US,39.604,-116.005,1809,9,KP68
KGEG,GEG,72785,Spokane Intl,WA,US,47.64,-117.53,735,1,KGEG
KGGW,GGW,72768,Glasgow,MT,US,48.21,-106.63,694,2,KGGW
KMCB,MCB,,McComb,MS,US,31.18,-90.47,124,6,KMCB
KRDM,RDM,,Redmond,OR,US,44.28,-121.15,938,6,KRDM
KMYR,MYR,74791,Myrtle Beach AFB,SC,US,33.69,-78.93,8,6,KMYR
KHIB,HIB,,Hibbing,MN,US,47.39,-92.85,412,3,KHIB
KITH,ITH,,Ithaca,NY,US,42.48,-76.47,335,6,KITH
KENL,ENL,,Centralia,IL,US,38.52,-89.08,163,7,KENL
MUCM,,78255,Camaguey,,CU,21.416,-77.85,122,6,MUCM
CYQD,YQD,71867,The Pas,MB,CA,53.98,-101.1,271,5,CYQD
KJHN,JHN,,Johnson City,KS,US,37.5833333333,-101.733333333,1013,8,KJHN
KRIC,RIC,72401,Richmond,VA,US,37.51,-77.31,50,4,KRIC
KRAP,RAP,,Rapid City,SD,US,44.056,-103.054,965,2,KRAP
KILX,ILX,74560,Lincoln,IL,US,40.15,-89.3333333333,177,8,KILX
KPTK,PTK,,Pontiac,MI,US,42.67,-83.42,299,2,KPTK
KCLE,CLE,72524,Cleveland,OH,US,41.43,-81.87,233,3,KCLE
KPVD,PVD,72507,Providence,RI,US,41.73,-71.43,16,3,KPVD
CYLH,,71697,Lansdowne House,ON,CA,52.2,-87.9333333333,254,7,CYLH
KOGB,OGB,,Orangeburg,SC,US,33.47,-80.85,59,7,KOGB
KHAT,HAT,72302,Cape Hatteras,NC,US,35.28,-75.55,3,8,KHAT
KTRM,TRM,,Thermal,CA,US,33.64,-116.17,-35,6,KTRM
,WSM,74629,White Sands Profiler,NM,US,32.4,-106.35,1315,8,WSM
KBPK,BPK,,Mountain Home,AR,US,36.37,-92.47,280,7,KBPK
K9V9,9V9,72653,Chamberlain,SD,US,43.8,-99.32,519,7,K9V9
KHYS,HYS,,Hays,KS,US,38.86,-99.27,609,4,KHYS
KIPL,IPL,,Imperial,CA,US,32.84,-115.57,-17,6,KIPL
,JTN,74735,Jayton Profiler,TX,US,33.0,-101.01,724,8,JTN
MMTJ,TIJ,,Tijuana,,MX,32.55,-116.97,152,6,MMTJ
KESF,ESF,,Alexandria,LA,US,31.4,-92.3,28,6,KESF
KDSD,DSD,,Redmond(Vor),OR,US,44.25,-121.3,938,8,KDSD
KFSD,FSD,72651,Sioux Falls,SD,US,43.59,-96.74,436,2,KFSD
KOSC,OSC,,Wurtsmith AFB,MI,US,44.46,-83.4,193,7,KOSC
KU28,U28,72477,Green River,UT,US,39.01,-110.15,1241,7,KU28
KBHB,BHB,,Bar Harbor,ME,US,44.46,-68.37,26,7,KBHB
KEET,EET,,Alabaster,AL,US,33.18,-86.78,173,3,KEET
KPUC,PUC,72470,Price,UT,US,39.62,-110.75,2091,7,KPUC
KBRO,BRO,72250,Brownsville,TX,US,25.9,-97.43,7,0,KBRO
KBMI,BMI,,Bloomington/Normal,IL,US,40.48,-88.93,267,7,KBMI
KSTS,STS,,Santa Rosa,CA,US,38.51,-122.81,39,6,KSTS
KRKS,RKS,72574,Rock Springs,WY,US,41.61,-109.07,2060,6,KRKS
,WDL,74341,Wood Lake Profiler,MN,US,44.68,-95.37,313,8,WDL
KCIN,CIN,,Carroll,IA,US,41.98,-94.75,383,8,KCIN
CYQM,YQM,71705,Moncton,NB,CA,46.12,-64.68,71,6,CYQM
KBAB,BAB,,Beale AFB,CA,US,39.14,-121.44,34,6,KBAB
KPYX,PYX,,Perryton,TX,US,36.45,-100.84,889,8,KPYX
KAST,AST,72791,Astoria,OR,US,46.16,-123.88,3,4,KAST
KPOE,POE,72239,Fort Polk,LA,US,31.05,-93.18,101,4,KPOE
KCQV,CQV,,Colville,WA,US,48.55,-117.89,572,7,KCQV
