DATE / RAOB	ELEV	REPORT	MUCAPE	MUMR	500TEMP	300 T	7-5 LR	5-3 LR	0-3SH	0-6SH	0-9SH	SRH3	SHIP	MODELb
91052700.LBF	847	2.50	2669	11.9	-13.4	-38.4	7.9	6.8	13.0	13.9	32.3	35	1.1	2.1
91051200.AMA	1095	2.50	4539	14.3	-10.8	-37.8	8.5	7.3	16.7	12.4	14.9	208	1.7	2.3
91050800.MAF	873	2.50	3415	11.2	-14.8	-41.4	8.4	7.3	25.4	31.1	36.7	280	3.1	1.6
91042100.AYS	44	2.50	2563	11.8	-16.9	-41.9	7.4	6.9	10.3	13.4	30.0	76	1.2	1.7
91041900.SEP	399	2.50	5996	17.6	-13.2	-38.3	7.4	6.8	13.0	13.5	44.8	24	2.6	3.1
90083100.CHS	13	2.50	2477	16.0	-8.5	-33.3	6.5	6.6	8.3	17.0	17.7	67	0.8	0.6
90070200.GSO	277	2.50	3963	14.8	-10.0	-35.9	7.2	7.0	10.7	26.0	16.3	100	2.4	2.2
90062200.ALB	86	2.50	1833	12.6	-14.1	-41.8	6.7	7.6	20.6	32.5	29.1	203	1.4	1.6
90061500.DDC	791	2.50	4667	16.0	-6.5	-35.9	7.9	7.8	15.7	28.4	30.1	306	2.1	2.7
90060700.DEN	1611	2.50	2393	10.9	-8.2	-36.5	9.0	7.6	19.6	26.3	23.9	170	1.2	1.6
90060300.PAH	126	2.50	3663	17.8	-7.6	-36.2	7.0	7.6	29.8	24.0	25.9	367	1.5	0.6
08110600.OUN	357	2.50	1623	11.4	-12.5	-39.9	6.9	7.5	24.8	29.8	32.7	317	1.0	2.4
06071123.LMN	317	2.50	2996	16.5	-5.9	-29.5	6.7	6.2	9.4	12.6	11.2	110	0.5	0.6
06062500.DNR	1625	2.50	987	7.1	-11.5	-38.9	8.9	7.4	12.5	26.1	26.5	-172	0.7	0.9
06061400.RAP	1029	2.50	2691	11.5	-7.7	-35.5	8.3	7.5	15.3	17.3	24.5	248	0.8	1.6
06052600.SGF	387	2.50	3409	13.9	-9.5	-39.1	6.5	8.0	18.8	18.9	23.2	262	1.3	2.5
06050900.JAN	101	2.50	3303	16.1	-13.3	-38.7	7.3	6.9	14.9	28.4	39.9	170	2.8	1.9
05050700.MAF	872	2.50	3257	10.7	-12.3	-41.3	8.0	7.9	11.2	20.3	24.6	48	1.7	1.6
05050322.XMR	3	2.50	2165	13.4	-13.9	-38.9	7.6	6.8	21.5	23.3	41.5	82	1.7	1.2
04102400.JAN	101	2.50	1938	15.8	-6.9	-33.5	5.3	7.1	19.3	30.8	27.8	328	0.6	0.6
04091500.LBF	849	2.50	1474	12.8	-10.7	-38.3	8.0	7.4	20.5	35.4	39.8	306	1.0	-999.0
04080700.ABR	396	2.50	2792	13.1	-9.3	-36.7	6.7	7.4	12.1	21.0	25.9	240	1.1	2.5
04040400.EPZ	1252	2.50	4482	12.1	-17.9	-46.3	8.2	7.9	11.6	29.1	25.4	203	5.1	2.1
04032718.OUN	357	2.50	2825	12.6	-14.9	-42.3	7.3	7.6	11.5	21.1	32.3	199	2.0	2.1
03062200.RAP	1029	2.50	3380	10.6	-13.7	-39.5	8.0	7.1	18.7	27.5	42.2	189	2.6	1.5
03051500.SHV	79	2.50	4260	16.8	-9.9	-36.1	6.8	7.1	16.3	33.7	42.9	246	2.5	0.8
02072500.ABR	396	2.50	3995	15.0	-11.5	-38.9	7.9	7.5	13.8	28.3	28.6	207	3.2	3.0
02051700.AMA	1099	2.50	5036	13.8	-12.7	-40.5	8.7	7.6	17.4	21.9	26.5	216	3.9	2.2
02041900.DVN	229	2.50	2861	12.3	-14.5	-39.9	8.2	7.0	15.9	14.1	20.0	213	1.4	2.5
02041212.AMA	1099	2.50	2907	12.2	-13.7	-42.7	7.5	7.9	14.6	20.4	25.1	184	1.8	2.8
02040300.JAX	9	2.50	3327	14.8	-14.3	-41.7	7.2	7.4	11.8	11.5	30.9	80	1.3	1.5
01101000.DDC	790	2.50	3299	12.9	-9.7	-40.3	6.4	8.3	16.4	18.8	18.3	275	1.2	2.5
01082400.AMA	1099	2.50	4318	15.4	-6.7	-34.3	7.4	7.4	21.0	24.0	28.1	158	1.7	2.8
01070500.LBF	849	2.50	3571	14.5	-7.7	-36.3	7.7	7.6	17.1	26.0	27.0	313	1.8	2.9
01070400.RAP	1029	2.50	3145	13.2	-11.1	-37.9	8.3	7.3	12.9	25.2	26.1	144	2.3	2.6
01052620.LMN	317	2.50	4355	14.1	-13.5	-40.9	6.4	7.5	20.2	27.3	33.2	233	3.3	2.9
01052500.BMX	178	2.50	2388	11.9	-14.9	-43.1	6.7	7.7	23.5	29.2	27.4	436	1.8	2.7
01050400.MAF	872	2.50	3866	13.7	-11.3	-36.7	7.2	6.9	11.4	12.8	33.8	101	1.3	2.7
01050100.OAX	350	2.50	2265	10.4	-16.9	-44.5	7.7	7.7	19.2	17.4	17.0	226	1.3	2.2
01042200.DDC	790	2.50	3749	13.3	-12.1	-41.1	7.3	7.9	24.2	33.4	45.3	510	2.8	2.7
01041700.MAF	872	2.50	4552	13.9	-12.1	-39.1	7.5	7.3	8.0	16.2	30.6	100	2.2	2.2
00091100.MPX	287	2.50	4554	16.6	-10.3	-39.5	7.0	7.9	18.4	22.0	24.0	271	2.4	3.2
00080500.BIS	506	2.50	4830	17.0	-8.7	-35.1	6.9	7.2	4.0	17.2	22.9	86	1.6	3.3
00070600.LBF	849	2.50	5506	18.2	-7.1	-32.3	8.3	6.6	11.8	25.3	35.5	155	2.6	3.5
00070200.ABR	396	2.50	5952	17.8	-10.3	-38.1	8.4	7.5	8.1	12.2	23.4	147	2.0	3.9
00062400.OAX	350	2.50	4783	17.5	-8.7	-35.5	7.2	7.2	14.9	18.7	28.2	195	1.8	2.3
00061000.RAP	966	2.50	3610	13.2	-8.1	-37.9	7.8	8.0	11.9	14.3	21.1	70	1.0	2.1
00052300.MHX	11	2.50	3613	15.1	-13.5	-41.7	6.5	7.7	10.5	15.3	26.5	79	1.6	2.4
00051200.DVN	229	2.50	4865	15.6	-8.1	-39.3	7.4	8.4	19.3	24.8	24.9	225	2.3	3.4
00050100.FWD	196	2.50	3593	14.3	-13.1	-41.5	7.2	7.8	19.0	17.3	18.5	401	1.9	1.7
00032700.SGF	387	2.50	1766	9.8	-18.3	-45.1	7.5	7.4	21.4	34.3	43.9	350	1.7	2.2
00021400.LZK	165	2.50	2091	10.7	-20.3	-45.7	6.4	7.1	22.2	21.1	24.5	245	1.5	2.1
00061300.OAX	350	2.25	5453	17.7	-11.5	-38.7	8.5	7.3	12.9	15.8	19.3	206	2.7	4.0
99053100.TOP	270	2.00	2215	13.1	-10.9	-39.7	6.8	7.8	14.7	18.6	12.2	189	1.0	1.4
99050400.DRT	307	2.00	5609	17.4	-10.1	-40.7	7.5	8.3	21.2	40.5	38.9	342	3.7	4.6
98063000.BUF	215	2.00	2615	14.5	-10.5	-38.3	6.1	7.5	8.5	23.6	28.2	86	1.3	1.7
98062500.APX	448	2.00	3453	15.8	-11.3	-34.3	7.3	6.2	21.9	28.9	35.4	348	2.5	3.3
98033100.FWD	196	2.00	2873	13.3	-14.3	-40.7	7.2	7.2	17.6	29.6	57.5	93	2.5	2.9
90091400.STC	315	2.00	2123	13.1	-10.9	-38.5	7.4	7.5	23.2	27.8	39.0	564	1.4	-999.0
90072600.TBW	13	2.00	4330	18.4	-6.3	-31.8	5.7	6.8	6.3	3.5	8.5	7	0.4	0.6
90061400.PIA	200	2.00	3570	18.1	-7.0	-32.9	7.0	6.9	9.5	16.5	23.4	134	0.9	0.6
90060900.PIT	360	2.00	4095	16.7	-9.5	-35.8	6.7	7.0	18.8	18.1	13.6	236	1.5	1.0
89103000.OUN	357	2.00	2163	12.5	-14.7	-42.6	6.6	7.6	13.1	18.0	18.1	195	1.1	1.6
89082100.LBF	847	2.00	3307	14.8	-9.1	-35.7	7.1	7.1	8.0	28.0	44.7	83	1.9	3.0
89071100.HON	392	2.00	3126	15.7	-7.0	-31.9	6.9	6.6	12.3	14.6	18.6	151	0.7	1.2
89052800.ELP	1199	2.00	2569	11.2	-6.8	-34.2	8.0	7.3	14.9	11.3	17.1	232	0.4	1.4
06090100.DDC	790	2.00	1972	12.2	-7.7	-34.9	7.1	7.2	13.9	15.6	27.4	363	0.5	1.6
06062700.ILX	178	2.00	2025	12.2	-15.7	-43.1	6.4	7.6	5.2	3.5	11.7	15	0.4	1.2
06061400.TFX	1131	2.00	2827	12.3	-9.7	-36.9	8.1	7.3	14.3	15.9	28.9	65	1.0	2.1
06052400.DDC	790	2.00	1607	10.2	-8.7	-36.9	7.6	7.6	17.0	22.4	19.3	189	0.6	1.8
06051600.MFL	5	2.00	2473	15.8	-11.1	-35.3	6.8	6.6	18.7	26.6	21.2	227	1.6	0.6
06050800.DDC	790	2.00	1674	9.5	-17.1	-43.7	8.9	7.4	16.1	16.8	27.8	248	1.1	2.6
06041600.TOP	270	2.00	2191	12.2	-12.9	-37.7	8.2	6.7	28.5	37.2	42.6	533	1.8	2.9
06040700.TOP	270	2.00	2249	11.0	-15.1	-41.9	7.4	7.4	15.8	35.7	27.3	206	1.8	2.1
05050900.LMN	317	2.00	2971	12.0	-16.1	-42.3	7.8	7.2	15.9	15.1	29.6	290	1.6	2.2
05050700.LBF	849	2.00	3058	9.7	-14.3	-42.7	8.2	7.9	6.1	12.5	21.7	135	1.2	1.4
05022100.SGF	387	2.00	1128	9.1	-18.9	-48.7	6.8	8.3	17.1	27.7	36.6	97	1.0	1.9
04091200.GRB	214	2.00	2256	12.3	-14.9	-39.7	7.2	6.8	11.6	14.7	24.8	64	1.0	1.0
04082400.BIS	506	2.00	2596	13.4	-11.1	-36.5	7.6	6.9	16.4	21.3	22.3	208	1.5	2.2
04072300.TOP	270	2.00	3276	16.0	-7.7	-31.5	6.4	6.3	11.4	15.8	19.6	158	0.8	0.7
04062400.GRB	214	2.00	1604	10.4	-16.9	-45.3	6.3	7.9	16.4	25.3	36.9	128	1.1	2.4
04052200.DDC	790	2.00	3809	13.5	-9.7	-37.9	8.1	7.6	20.3	21.0	27.0	297	2.0	2.2
04043000.JAN	101	2.00	1469	13.6	-12.7	-38.7	6.5	7.0	18.1	27.4	22.8	184	1.1	0.6
03051900.TBW	13	2.00	3797	17.1	-10.9	-35.3	6.8	6.6	4.0	5.9	5.0	-4	0.6	1.0
02062600.MPX	287	2.00	6228	19.6	-9.7	-37.1	7.1	7.4	9.2	18.6	21.8	120	2.6	3.2
02061300.DVN	229	2.00	3501	17.3	-11.9	-35.7	7.4	6.5	10.0	26.3	38.7	100	2.6	1.1
02052800.LZK	78	2.00	3284	15.1	-12.3	-37.7	6.5	6.9	2.6	4.4	12.3	13	0.6	0.6
02041800.OAX	350	2.00	2113	11.4	-14.5	-43.5	7.6	8.0	24.0	33.9	35.5	376	1.7	2.2
01101000.OUN	357	2.00	3485	15.6	-12.9	-39.9	7.9	7.3	23.9	24.4	28.2	447	2.8	2.5
01090800.TOP	270	2.00	4174	17.8	-11.3	-34.9	8.1	6.4	24.5	26.2	26.7	274	3.2	1.7
01090800.OUN	357	2.00	4351	17.6	-8.7	-33.7	7.8	6.7	21.8	26.1	21.2	151	2.5	2.3
01082400.DDC	790	2.00	4283	16.4	-7.5	-33.9	7.7	7.0	11.9	14.7	16.3	77	1.2	3.1
01082300.TOP	270	2.00	4361	16.7	-9.7	-33.7	7.6	6.5	13.6	9.9	23.0	192	1.0	2.3
01072000.RAP	1029	2.00	4486	15.1	-8.7	-35.5	8.4	7.2	10.9	15.4	26.3	71	1.6	2.4
01071300.GGW	700	2.00	3042	14.5	-10.1	-36.3	8.1	7.1	7.9	16.5	34.2	19	1.3	3.5
01063000.FWD	171	2.00	4122	16.8	-9.7	-36.7	6.9	7.3	9.2	11.2	19.2	133	1.0	1.6
01062100.DNR	1625	2.00	2544	10.8	-11.5	-39.3	7.5	7.5	20.5	21.4	23.2	192	1.2	2.1
01053100.LCH	10	2.00	3988	17.4	-8.3	-37.7	7.0	7.9	0.8	8.3	13.9	8	0.6	2.4
01053100.FWD	171	2.00	4571	15.8	-12.3	-40.5	8.7	7.7	13.7	12.4	20.6	106	2.0	3.9
01053000.DDC	790	2.00	2892	15.2	-12.1	-35.1	8.0	6.2	14.8	19.5	26.6	388	1.8	1.8
01052800.OUN	357	2.00	4910	16.5	-10.7	-40.3	7.6	8.0	16.9	29.7	38.8	113	3.5	3.1
01052700.DDC	790	2.00	2853	11.3	-12.1	-40.1	6.7	7.6	19.3	30.6	37.1	184	1.7	1.8
01051200.OUN	357	2.00	3098	13.2	-13.9	-40.5	7.1	7.3	8.7	10.0	10.8	132	1.0	2.1
01050702.LZK	78	2.00	2759	14.2	-12.9	-40.5	5.9	7.5	7.3	18.7	26.3	77	1.3	2.0
01050700.SGF	387	2.00	4025	14.5	-13.7	-42.3	6.1	7.9	10.5	8.8	17.0	202	1.0	3.1
01050600.FWD	171	2.00	3092	15.4	-12.7	-38.7	6.8	7.1	19.4	32.7	34.4	170	2.3	2.1
01042200.MAF	872	2.00	4543	13.7	-12.3	-39.7	8.4	7.5	12.3	27.4	36.2	164	4.1	2.2
01042200.AMA	1099	2.00	6059	14.1	-15.3	-41.1	9.2	5.4	16.6	35.7	38.3	320	7.4	3.3
00072300.LBF	849	2.00	2926	13.2	-11.5	-38.1	7.1	7.2	13.6	25.2	27.3	91	1.9	2.8
00071500.BIS	506	2.00	5132	16.5	-9.5	-35.1	8.1	6.9	14.6	27.6	34.1	152	3.4	2.7
00071100.GGW	700	2.00	3230	14.2	-11.3	-38.9	6.9	7.5	16.9	30.1	48.1	88	2.2	3.0
00061500.JAX	9	2.00	4801	17.9	-8.7	-34.3	6.4	6.9	3.6	6.2	13.3	55	0.6	1.1
00061300.LBF	849	2.00	4790	13.9	-9.9	-37.9	8.3	7.5	9.9	16.6	18.6	159	2.1	2.0
00061200.AMA	1099	2.00	5720	16.8	-10.3	-34.7	8.3	6.6	15.7	16.1	28.7	88	2.6	2.7
00032800.JAX	9	2.00	2135	12.5	-14.5	-43.3	6.3	7.9	25.7	29.1	24.7	268	1.6	0.9
00031600.LMN	317	2.00	1478	9.5	-17.3	-45.5	7.1	7.8	12.9	22.1	10.9	164	1.0	2.2
00030300.FWD	196	2.00	2589	12.3	-14.3	-41.7	6.2	7.5	20.2	33.4	29.1	239	1.8	2.7
98062500.FFC	244	1.75	3224	15.8	-8.9	-34.3	7.3	6.8	5.6	4.2	9.9	54	0.5	0.6
97100900.OUN	357	1.75	3628	16.5	-7.5	-35.9	6.0	7.5	16.6	20.0	29.9	205	1.1	0.8
94071700.HAT	4	1.75	2973	16.5	-6.0	-31.3	5.7	6.7	4.4	5.9	3.1	33	0.2	0.6
94071700.1M1	172	1.75	3339	17.7	-6.4	-31.8	5.8	6.7	19.1	12.5	11.3	164	0.5	0.6
94070100.1M1	172	1.75	4820	18.6	-8.1	-33.0	6.1	6.7	12.6	20.0	18.5	342	1.5	1.0
94062600.PBI	6	1.75	4199	17.7	-9.1	-34.2	6.6	6.7	5.2	4.9	6.6	10	0.6	1.8
92051500.1M1	172	1.75	2877	13.3	-11.3	-39.9	6.4	7.8	7.9	11.4	16.3	54	0.7	1.5
91060600.RAP	966	1.75	2001	13.1	-11.5	-36.7	7.1	6.8	11.9	13.2	19.7	170	0.7	1.4
91060600.JAN	91	1.75	3344	16.3	-9.1	-33.5	6.8	6.5	3.1	9.5	9.6	12	0.6	0.6
91053100.AHN	246	1.75	3505	16.3	-6.9	-32.1	5.9	6.7	3.2	3.9	4.1	15	0.3	0.6
91051700.GGG	124	1.75	5081	18.4	-10.4	-36.4	7.5	7.0	10.5	7.9	11.2	157	1.0	0.9
91051300.HON	392	1.75	3615	14.7	-9.5	-38.2	7.2	7.7	13.0	14.2	22.7	97	1.1	2.8
91051300.BIS	504	1.75	1867	13.8	-11.5	-36.7	6.8	6.8	15.8	26.9	19.8	-79	1.3	0.7
91032700.DAY	298	1.75	1310	10.7	-13.1	-42.1	6.4	7.9	24.3	30.2	30.6	531	0.8	1.8
90091100.AHN	246	1.75	2857	15.1	-8.6	-34.0	5.9	6.8	6.3	7.9	7.6	80	0.4	0.6
90090200.MAF	873	1.75	3597	14.9	-6.2	-32.1	6.8	6.8	7.5	17.2	18.3	58	0.8	2.5
90082600.HON	392	1.75	5529	17.9	-11.5	-38.5	9.1	7.4	9.9	14.7	28.6	156	2.7	-999.0
90082600.BIS	504	1.75	3187	13.7	-13.2	-42.0	8.6	7.9	13.2	22.2	23.1	190	2.6	2.5
90082400.OVN	400	1.75	5016	18.7	-7.4	-31.7	6.8	6.5	9.4	7.4	14.7	100	0.6	0.7
90082100.AMA	1095	1.75	2833	14.6	-5.7	-30.1	6.6	6.5	10.6	11.7	11.3	75	0.4	1.2
90081500.DDC	791	1.75	3012	15.1	-6.6	-32.5	5.6	6.9	9.9	9.0	15.8	59	0.3	0.6
90081000.AHN	246	1.75	2234	14.9	-9.4	-35.2	6.2	6.9	6.4	13.3	26.7	33	0.6	0.8
90080200.LCH	5	1.75	3223	18.4	-7.3	-32.2	6.4	6.6	3.1	6.5	2.0	14	0.3	0.6
90073100.GGG	124	1.75	3254	16.1	-7.5	-31.9	6.4	6.5	1.2	7.9	5.4	3	0.4	0.6
90072700.AMA	1095	1.75	3104	14.3	-5.8	-31.4	7.3	6.8	11.1	7.7	7.9	117	0.3	2.2
90072600.OUN	357	1.75	3546	16.6	-6.8	-32.6	6.2	6.8	11.1	10.8	14.7	206	0.5	0.7
90072100.ABQ	1619	1.75	1327	10.9	-5.9	-28.5	8.3	6.1	9.8	7.9	14.5	145	0.1	1.3
90071800.LBF	847	1.75	3138	12.3	-7.7	-36.8	8.2	7.8	10.0	17.7	16.6	115	1.0	1.6
90071700.FNT	236	1.75	1393	11.9	-12.5	-40.9	6.5	7.7	13.2	15.5	25.3	176	0.5	0.6
90071400.ABQ	1619	1.75	1588	10.4	-9.4	-32.2	8.7	6.2	4.4	18.9	32.6	70	0.6	1.2
90071300.CRP	12	1.75	1658	13.3	-6.5	-31.6	6.5	6.7	14.6	12.8	9.3	121	0.3	0.6
90071100.CKL	145	1.75	2544	15.4	-8.1	-32.3	6.4	6.4	2.1	5.1	4.6	9	0.3	0.6
90070900.GRB	210	1.75	2962	16.9	-6.5	-31.5	6.5	6.6	12.1	18.2	22.7	82	0.7	0.6
90070500.LCH	5	1.75	3315	17.6	-8.5	-32.0	6.6	6.3	11.6	15.3	2.5	58	0.9	0.6
90061800.PIA	200	1.75	4567	19.5	-8.1	-33.4	7.4	6.7	14.1	17.0	25.7	94	1.5	1.0
90061300.STC	315	1.75	2789	16.2	-10.4	-33.4	7.2	6.2	14.2	36.6	42.0	139	1.8	0.7
90061100.CHS	13	1.75	4050	17.7	-8.1	-33.2	6.6	6.7	6.4	8.1	19.1	102	0.6	0.6
90061000.OUN	357	1.75	3242	15.1	-8.5	-33.0	7.8	6.6	10.9	10.1	1.3	21	0.7	2.5
90061000.IAD	85	1.75	2818	14.9	-9.2	-34.3	6.5	6.7	18.0	16.4	19.3	175	0.9	0.6
90052800.SIL	8	1.75	3916	18.0	-10.0	-34.5	6.8	6.6	10.4	19.3	10.6	48	1.7	0.8
90052300.HON	392	1.75	1984	10.9	-14.0	-42.8	7.2	7.9	15.0	22.3	33.6	107	1.2	2.4
90052100.UMN	438	1.75	3661	14.8	-13.1	-43.5	7.6	8.3	15.3	15.4	23.7	181	1.8	3.4
90052100.HAT	4	1.75	2891	15.8	-9.7	-37.4	5.6	7.5	12.4	13.8	19.5	182	0.7	0.6
90051900.SEP	399	1.75	3246	17.0	-9.1	-34.7	6.6	6.8	15.6	20.9	27.2	387	1.3	0.6
90051600.IAD	85	1.75	2004	13.4	-14.0	-39.9	7.0	7.1	12.7	16.7	27.7	102	1.0	-999.0
90051200.SEP	399	1.75	2282	13.6	-9.2	-37.7	6.9	7.7	14.5	34.8	47.4	134	1.3	-999.0
90050600.OUN	357	1.75	836	7.6	-20.1	-41.8	7.2	6.0	5.8	18.3	48.8	30	0.6	1.4
90042900.AYS	44	1.75	2333	13.0	-12.2	-40.9	6.2	7.8	19.1	30.6	23.2	243	1.5	2.3
90042600.DRT	314	1.75	3699	14.6	-13.8	-39.4	8.1	7.0	11.1	25.7	33.2	101	3.4	4.3
90042200.OUN	357	1.75	2748	11.1	-13.3	-46.8	6.6	9.3	7.3	12.2	14.9	48	0.8	2.0
90040200.BRO	7	1.75	3494	16.2	-9.3	-36.7	7.1	7.4	15.2	25.7	37.2	65	1.9	0.9
90031300.OUN	357	1.75	3211	12.7	-13.6	-43.5	7.8	8.2	19.4	24.2	18.1	286	2.5	2.8
90031000.AMA	1095	1.75	2468	11.1	-16.0	-40.7	8.6	6.8	9.9	13.1	18.2	106	1.2	1.9
90022800.MAF	873	1.75	607	9.7	-16.2	-42.9	6.6	7.4	5.1	16.4	23.8	55	0.3	1.2
89090800.DEN	1611	1.75	1350	10.1	-6.8	-33.1	8.3	7.1	15.4	24.1	24.0	366	0.5	2.0
89090200.1M1	172	1.75	3818	18.3	-4.8	-29.4	6.1	6.5	8.2	16.2	14.1	64	0.7	0.6
89083100.DDC	791	1.75	2956	16.5	-5.7	-31.4	6.6	6.9	13.3	13.6	22.5	346	0.5	0.8
89083000.OUN	357	1.75	3864	17.3	-5.6	-30.2	6.0	6.5	11.8	13.1	24.2	112	0.6	0.6
89082900.TOP	268	1.75	4842	19.8	-6.3	-32.1	6.6	6.8	13.2	15.4	21.1	156	1.0	0.6
89082800.UMN	438	1.75	3603	17.3	-6.1	-30.3	6.5	6.4	2.6	7.8	5.6	28	0.4	0.6
89082700.OMA	400	1.75	3452	17.8	-6.6	-33.4	6.1	7.1	15.2	19.5	33.1	142	0.9	0.6
89082500.RAP	966	1.75	1899	10.6	-7.1	-34.2	7.6	7.2	2.7	7.7	7.6	55	0.2	1.0
89081300.TBW	13	1.75	2617	16.4	-8.6	-33.3	6.0	6.6	10.1	18.1	18.2	65	0.8	0.6
89080600.UMN	438	1.75	5563	19.0	-6.9	-31.4	7.0	6.5	8.8	11.7	11.3	99	1.0	0.8
89073000.JAN	91	1.75	3940	18.0	-7.7	-34.5	6.7	7.2	2.1	1.9	3.1	9	0.5	0.6
89072900.HON	392	1.75	2092	14.0	-5.9	-34.4	6.0	7.6	6.4	12.0	17.9	105	0.3	0.8
89071500.LBF	847	1.75	2675	14.3	-6.9	-33.4	6.1	7.0	5.5	6.1	8.4	27	0.3	0.6
89071300.OUN	357	1.75	4127	19.0	-5.4	-31.1	6.9	6.8	13.0	13.8	19.1	196	0.7	-999.0
89071300.DDC	791	1.75	3239	15.1	-4.9	-31.6	6.9	7.1	7.9	5.1	7.2	81	0.3	1.2
89070800.PIT	360	1.75	2732	15.4	-9.1	-36.1	6.8	7.3	12.8	17.5	15.7	81	1.0	1.5
89062800.BUF	218	1.75	2385	15.2	-8.2	-33.3	5.3	6.8	9.8	20.1	22.3	82	0.7	0.6
89062700.PIA	200	1.75	2460	15.7	-7.9	-33.9	6.6	6.9	5.3	13.2	12.4	87	0.5	0.7
89062600.IAD	85	1.75	3138	16.2	-8.6	-36.4	6.1	7.4	12.1	14.3	23.0	108	0.8	0.7
89062200.AHN	246	1.75	1517	15.5	-7.6	-33.7	5.8	6.9	14.9	12.6	15.8	112	0.3	0.6
89061900.BNA	180	1.75	1755	13.9	-10.2	-36.1	6.3	6.9	6.8	9.7	7.8	86	0.4	0.6
89061400.GGG	124	1.75	3674	17.2	-11.0	-35.3	6.9	6.6	4.3	15.4	23.3	61	1.4	-999.0
89060600.JAN	91	1.75	3336	16.3	-11.3	-37.4	6.7	7.0	10.4	20.8	25.3	103	1.7	0.8
89060600.GSO	277	1.75	2078	14.8	-9.1	-34.5	5.9	6.8	10.0	8.1	6.7	93	0.3	0.6
89060100.TOP	268	1.75	2810	15.8	-10.9	-35.3	7.9	6.6	7.9	10.6	26.9	90	0.8	-999.0
06100400.MPX	287	1.75	3011	13.7	-12.1	-41.5	7.4	8.1	23.9	34.0	30.2	514	2.4	2.9
06091600.DDC	790	1.75	2738	14.4	-6.9	-34.5	6.6	7.4	21.6	29.7	39.0	378	1.1	2.2
06091400.EPZ	1252	1.75	1589	11.7	-10.3	-32.9	7.6	6.1	13.1	17.4	23.7	167	0.6	2.0
06091100.AMA	1099	1.75	1812	12.5	-8.9	-37.1	7.1	7.6	13.7	14.9	33.3	51	0.5	2.1
06082300.RAP	1029	1.75	1757	8.3	-9.5	-39.1	9.1	8.0	12.7	21.3	28.7	108	0.8	0.8
06082100.ABR	396	1.75	1851	12.5	-9.9	-36.9	6.8	7.3	15.5	21.9	39.5	257	0.8	2.1
06080900.TUS	779	1.75	1640	11.9	-4.7	-30.5	6.6	6.8	6.6	5.1	8.2	25	0.1	0.6
06080700.TOP	270	1.75	1693	12.5	-6.7	-31.1	7.0	6.4	3.2	7.6	6.8	35	0.2	0.6
06072600.TUS	779	1.75	1725	11.2	-5.7	-31.7	7.4	7.0	8.5	15.0	18.3	36	0.3	0.9
06072200.LZK	78	1.75	2480	14.1	-8.1	-31.3	7.3	6.2	7.7	6.9	5.8	67	0.3	0.6
06071900.JAN	101	1.75	2280	15.2	-6.9	-33.5	6.5	7.1	9.0	11.1	11.1	88	0.4	0.6
06071300.DDC	790	1.75	1575	12.8	-5.9	-30.5	6.9	6.5	7.4	12.7	13.7	99	0.2	0.8
06071200.DDC	790	1.75	1068	11.8	-8.7	-29.3	8.0	5.5	11.8	15.4	21.8	12	0.3	1.0
06070100.BNA	210	1.75	2750	13.5	-11.5	-39.1	6.7	7.5	11.5	10.8	7.8	41	0.7	1.5
06062900.DDC	790	1.75	919	7.7	-10.1	-38.7	7.7	7.7	1.9	17.9	17.9	16	0.3	0.8
06062400.LBF	849	1.75	1400	10.7	-12.1	-38.5	7.4	7.2	13.6	26.6	25.0	272	0.9	2.1
06062400.BIS	506	1.75	942	8.3	-15.3	-41.9	7.0	7.3	16.7	22.7	27.2	167	0.6	1.6
06062100.CHS	15	1.75	4007	17.0	-10.1	-35.5	6.4	6.9	7.1	12.9	19.3	66	1.1	0.7
06061800.FWD	171	1.75	2286	14.3	-10.9	-34.3	8.2	6.2	11.6	13.9	24.6	134	0.9	2.3
06052700.GSO	270	1.75	2136	12.7	-9.9	-37.3	5.8	7.4	17.1	17.4	21.2	217	0.6	1.5
06052500.TLH	53	1.75	2619	14.8	-10.5	-36.5	6.4	7.0	9.2	7.3	7.5	56	0.4	0.6
06052300.SGF	387	1.75	3032	14.4	-11.9	-37.7	7.1	7.0	8.3	9.0	15.5	91	0.7	1.6
06051800.ILX	178	1.75	713	8.0	-17.5	-46.5	6.9	8.1	16.9	28.8	29.6	226	0.6	2.1
06051412.SHV	79	1.75	2270	12.4	-14.9	-41.3	7.8	7.2	15.5	16.8	26.2	84	1.3	2.8
06051100.LCH	10	1.75	4564	18.5	-12.3	-35.7	8.9	6.4	12.2	22.9	22.0	38	3.7	1.7
06050912.SGF	387	1.75	2144	12.9	-12.9	-39.7	6.7	7.3	10.1	20.3	18.4	144	1.2	1.8
06050900.DDC	790	1.75	1630	9.6	-13.3	-40.5	7.9	7.4	15.1	27.2	27.8	179	1.2	2.0
06050600.LCH	10	1.75	2655	14.9	-10.3	-39.3	5.8	7.8	15.8	23.1	25.2	64	1.2	0.6
06050400.SHV	79	1.75	3310	15.0	-12.1	-39.1	6.7	7.3	5.8	8.0	14.3	85	0.7	0.6
06042300.DTX	329	1.75	609	6.7	-24.1	-43.7	7.4	5.5	14.0	17.7	27.4	50	0.5	1.8
06041900.BMX	178	1.75	1805	12.0	-11.1	-39.9	6.3	7.7	5.4	14.2	22.0	62	0.5	0.7
